Variable QN: i, j, s
0, Filete de Pescado, 30, 11
0, Filete de Pescado, 30, 12
0, Filete de Pescado, 30, 13
0, Filete de Pescado, 30, 14
0, Filete de Pescado, 30, 15
0, Filete de Pescado, 30, 16
0, Filete de Pescado, 30, 17
1000000, Filete de Pescado, 30, 18
0, Filete de Pescado, 30, 19
0, Filete de Pescado, 31, 1
0, Filete de Pescado, 31, 2
0, Filete de Pescado, 31, 3
0, Filete de Pescado, 31, 4
0, Filete de Pescado, 31, 5
226666, Filete de Pescado, 31, 6
0, Filete de Pescado, 31, 7
0, Filete de Pescado, 31, 8
0, Filete de Pescado, 31, 9
0, Filete de Pescado, 31, 10
0, Filete de Pescado, 31, 11
0, Filete de Pescado, 31, 12
1000000, Filete de Pescado, 31, 13
0, Filete de Pescado, 31, 14
0, Filete de Pescado, 31, 15
0, Filete de Pescado, 31, 16
0, Filete de Pescado, 31, 17
0, Filete de Pescado, 31, 18
1000000, Filete de Pescado, 31, 19
0, Filete de Pescado, 32, 1
0, Filete de Pescado, 32, 2
0, Filete de Pescado, 32, 3
0, Filete de Pescado, 32, 4
0, Filete de Pescado, 32, 5
0, Filete de Pescado, 32, 6
0, Filete de Pescado, 32, 7
0, Filete de Pescado, 32, 8
0, Filete de Pescado, 32, 9
0, Filete de Pescado, 32, 10
0, Filete de Pescado, 32, 11
0, Filete de Pescado, 32, 12
0, Filete de Pescado, 32, 13
1000000, Filete de Pescado, 32, 14
0, Filete de Pescado, 32, 15
0, Filete de Pescado, 32, 16
0, Filete de Pescado, 32, 17
0, Filete de Pescado, 32, 18
0, Filete de Pescado, 32, 19
0, Filete de Pescado, 33, 1
0, Filete de Pescado, 33, 2
0, Filete de Pescado, 33, 3
0, Filete de Pescado, 33, 4
0, Filete de Pescado, 33, 5
0, Filete de Pescado, 33, 6
0, Filete de Pescado, 33, 7
0, Filete de Pescado, 33, 8
1000000, Filete de Pescado, 33, 9
0, Filete de Pescado, 33, 10
1000000, Filete de Pescado, 33, 11
0, Filete de Pescado, 33, 12
0, Filete de Pescado, 33, 13
0, Filete de Pescado, 33, 14
0, Filete de Pescado, 33, 15
0, Filete de Pescado, 33, 16
0, Filete de Pescado, 33, 17
1000000, Filete de Pescado, 33, 18
1000000, Filete de Pescado, 33, 19
0, Filete de Pescado, 34, 1
0, Filete de Pescado, 34, 2
0, Filete de Pescado, 34, 3
0, Filete de Pescado, 34, 4
0, Filete de Pescado, 34, 5
1000000, Filete de Pescado, 34, 6
0, Filete de Pescado, 34, 7
0, Filete de Pescado, 34, 8
0, Filete de Pescado, 34, 9
0, Filete de Pescado, 34, 10
0, Filete de Pescado, 34, 11
0, Filete de Pescado, 34, 12
0, Filete de Pescado, 34, 13
0, Filete de Pescado, 34, 14
0, Filete de Pescado, 34, 15
0, Filete de Pescado, 34, 16
0, Filete de Pescado, 34, 17
0, Filete de Pescado, 34, 18
0, Filete de Pescado, 34, 19
0, Filete de Pescado, 35, 1
0, Filete de Pescado, 35, 2
0, Filete de Pescado, 35, 3
0, Filete de Pescado, 35, 4
0, Filete de Pescado, 35, 5
0, Filete de Pescado, 35, 6
0, Filete de Pescado, 35, 7
0, Filete de Pescado, 35, 8
0, Filete de Pescado, 35, 9
0, Filete de Pescado, 35, 10
0, Filete de Pescado, 35, 11
0, Filete de Pescado, 35, 12
0, Filete de Pescado, 35, 13
0, Filete de Pescado, 35, 14
0, Filete de Pescado, 35, 15
0, Filete de Pescado, 35, 16
0, Filete de Pescado, 35, 17
706666, Filete de Pescado, 35, 18
0, Filete de Pescado, 35, 19
0, Filete de Pescado, 36, 1
0, Filete de Pescado, 36, 2
0, Filete de Pescado, 36, 3
0, Filete de Pescado, 36, 4
0, Filete de Pescado, 36, 5
1000000, Filete de Pescado, 36, 6
0, Filete de Pescado, 36, 7
0, Filete de Pescado, 36, 8
0, Filete de Pescado, 36, 9
0, Filete de Pescado, 36, 10
0, Filete de Pescado, 36, 11
0, Filete de Pescado, 36, 12
1000000, Filete de Pescado, 36, 13
994333, Filete de Pescado, 36, 14
0, Filete de Pescado, 36, 15
0, Filete de Pescado, 36, 16
0, Filete de Pescado, 36, 17
0, Filete de Pescado, 36, 18
0, Filete de Pescado, 36, 19
0, Filete de Pescado, 37, 1
0, Filete de Pescado, 37, 2
0, Filete de Pescado, 37, 3
0, Filete de Pescado, 37, 4
0, Filete de Pescado, 37, 5
0, Filete de Pescado, 37, 6
0, Filete de Pescado, 37, 7
0, Filete de Pescado, 37, 8
0, Filete de Pescado, 37, 9
0, Filete de Pescado, 37, 10
0, Filete de Pescado, 37, 11
0, Filete de Pescado, 37, 12
0, Filete de Pescado, 37, 13
0, Filete de Pescado, 37, 14
0, Filete de Pescado, 37, 15
0, Filete de Pescado, 37, 16
0, Filete de Pescado, 37, 17
0, Filete de Pescado, 37, 18
0, Filete de Pescado, 37, 19
0, Filete de Pescado, 38, 1
0, Filete de Pescado, 38, 2
0, Filete de Pescado, 38, 3
0, Filete de Pescado, 38, 4
0, Filete de Pescado, 38, 5
0, Filete de Pescado, 38, 6
0, Filete de Pescado, 38, 7
0, Filete de Pescado, 38, 8
0, Filete de Pescado, 38, 9
0, Filete de Pescado, 38, 10
0, Filete de Pescado, 38, 11
0, Filete de Pescado, 38, 12
0, Filete de Pescado, 38, 13
0, Filete de Pescado, 38, 14
0, Filete de Pescado, 38, 15
0, Filete de Pescado, 38, 16
0, Filete de Pescado, 38, 17
0, Filete de Pescado, 38, 18
0, Filete de Pescado, 38, 19
0, Filete de Pescado, 39, 1
0, Filete de Pescado, 39, 2
0, Filete de Pescado, 39, 3
1000000, Filete de Pescado, 39, 4
0, Filete de Pescado, 39, 5
0, Filete de Pescado, 39, 6
0, Filete de Pescado, 39, 7
0, Filete de Pescado, 39, 8
0, Filete de Pescado, 39, 9
0, Filete de Pescado, 39, 10
0, Filete de Pescado, 39, 11
0, Filete de Pescado, 39, 12
0, Filete de Pescado, 39, 13
552500, Filete de Pescado, 39, 14
0, Filete de Pescado, 39, 15
0, Filete de Pescado, 39, 16
0, Filete de Pescado, 39, 17
0, Filete de Pescado, 39, 18
0, Filete de Pescado, 39, 19
0, Filete de Pescado, 40, 1
0, Filete de Pescado, 40, 2
0, Filete de Pescado, 40, 3
0, Filete de Pescado, 40, 4
1095083, Filete de Pescado, 40, 5
0, Filete de Pescado, 40, 6
0, Filete de Pescado, 40, 7
0, Filete de Pescado, 40, 8
0, Filete de Pescado, 40, 9
0, Filete de Pescado, 40, 10
0, Filete de Pescado, 40, 11
0, Filete de Pescado, 40, 12
1000000, Filete de Pescado, 40, 13
0, Filete de Pescado, 40, 14
0, Filete de Pescado, 40, 15
0, Filete de Pescado, 40, 16
0, Filete de Pescado, 40, 17
0, Filete de Pescado, 40, 18
0, Filete de Pescado, 40, 19
0, Filete de Pescado, 41, 1
30833, Filete de Pescado, 41, 2
0, Filete de Pescado, 41, 3
0, Filete de Pescado, 41, 4
915000, Filete de Pescado, 41, 5
0, Filete de Pescado, 41, 6
292833, Filete de Pescado, 41, 7
0, Filete de Pescado, 41, 8
1631666, Filete de Pescado, 41, 9
0, Filete de Pescado, 41, 10
1706666, Filete de Pescado, 41, 11
0, Filete de Pescado, 41, 12
0, Filete de Pescado, 41, 13
0, Filete de Pescado, 41, 14
0, Filete de Pescado, 41, 15
0, Filete de Pescado, 41, 16
0, Filete de Pescado, 41, 17
631666, Filete de Pescado, 41, 18
0, Filete de Pescado, 41, 19
0, Filete de Pescado, 42, 1
0, Filete de Pescado, 42, 2
945000, Filete de Pescado, 42, 3
0, Filete de Pescado, 42, 4
0, Filete de Pescado, 42, 5
0, Filete de Pescado, 42, 6
0, Filete de Pescado, 42, 7
1000000, Filete de Pescado, 42, 8
935000, Filete de Pescado, 42, 9
0, Filete de Pescado, 42, 10
706666, Filete de Pescado, 42, 11
1000000, Filete de Pescado, 42, 12
1000000, Filete de Pescado, 42, 13
1000000, Filete de Pescado, 42, 14
0, Filete de Pescado, 42, 15
0, Filete de Pescado, 42, 16
0, Filete de Pescado, 42, 17
0, Filete de Pescado, 42, 18
0, Filete de Pescado, 42, 19
0, Filete de Pescado, 43, 1
0, Filete de Pescado, 43, 2
211583, Filete de Pescado, 43, 3
0, Filete de Pescado, 43, 4
0, Filete de Pescado, 43, 5
0, Filete de Pescado, 43, 6
0, Filete de Pescado, 43, 7
0, Filete de Pescado, 43, 8
706666, Filete de Pescado, 43, 9
0, Filete de Pescado, 43, 10
0, Filete de Pescado, 43, 11
0, Filete de Pescado, 43, 12
0, Filete de Pescado, 43, 13
0, Filete de Pescado, 43, 14
0, Filete de Pescado, 43, 15
0, Filete de Pescado, 43, 16
0, Filete de Pescado, 43, 17
0, Filete de Pescado, 43, 18
0, Filete de Pescado, 43, 19
0, Filete de Pescado, 44, 1
0, Filete de Pescado, 44, 2
0, Filete de Pescado, 44, 3
0, Filete de Pescado, 44, 4
0, Filete de Pescado, 44, 5
0, Filete de Pescado, 44, 6
1000000, Filete de Pescado, 44, 7
650250, Filete de Pescado, 44, 8
0, Filete de Pescado, 44, 9
0, Filete de Pescado, 44, 10
0, Filete de Pescado, 44, 11
0, Filete de Pescado, 44, 12
0, Filete de Pescado, 44, 13
0, Filete de Pescado, 44, 14
0, Filete de Pescado, 44, 15
0, Filete de Pescado, 44, 16
0, Filete de Pescado, 44, 17
0, Filete de Pescado, 44, 18
0, Filete de Pescado, 44, 19
0, Filete de Pescado, 45, 1
0, Filete de Pescado, 45, 2
0, Filete de Pescado, 45, 3
0, Filete de Pescado, 45, 4
0, Filete de Pescado, 45, 5
0, Filete de Pescado, 45, 6
0, Filete de Pescado, 45, 7
920166, Filete de Pescado, 45, 8
0, Filete de Pescado, 45, 9
0, Filete de Pescado, 45, 10
1000000, Filete de Pescado, 45, 11
706666, Filete de Pescado, 45, 12
0, Filete de Pescado, 45, 13
0, Filete de Pescado, 45, 14
0, Filete de Pescado, 45, 15
0, Filete de Pescado, 45, 16
0, Filete de Pescado, 45, 17
0, Filete de Pescado, 45, 18
0, Filete de Pescado, 45, 19
0, Filete de Pescado, 46, 1
0, Filete de Pescado, 46, 2
0, Filete de Pescado, 46, 3
0, Filete de Pescado, 46, 4
0, Filete de Pescado, 46, 5
0, Filete de Pescado, 46, 6
0, Filete de Pescado, 46, 7
22666, Filete de Pescado, 46, 8
0, Filete de Pescado, 46, 9
0, Filete de Pescado, 46, 10
0, Filete de Pescado, 46, 11
0, Filete de Pescado, 46, 12
0, Filete de Pescado, 46, 13
1092500, Filete de Pescado, 46, 14
0, Filete de Pescado, 46, 15
0, Filete de Pescado, 46, 16
0, Filete de Pescado, 46, 17
265000, Filete de Pescado, 46, 18
0, Filete de Pescado, 46, 19
0, Filete de Pescado, 47, 1
0, Filete de Pescado, 47, 2
0, Filete de Pescado, 47, 3
0, Filete de Pescado, 47, 4
0, Filete de Pescado, 47, 5
0, Filete de Pescado, 47, 6
0, Filete de Pescado, 47, 7
0, Filete de Pescado, 47, 8
815500, Filete de Pescado, 47, 9
0, Filete de Pescado, 47, 10
0, Filete de Pescado, 47, 11
0, Filete de Pescado, 47, 12
0, Filete de Pescado, 47, 13
0, Filete de Pescado, 47, 14
0, Filete de Pescado, 47, 15
0, Filete de Pescado, 47, 16
0, Filete de Pescado, 47, 17
0, Filete de Pescado, 47, 18
0, Filete de Pescado, 47, 19
0, Filete de Pescado, 48, 1
0, Filete de Pescado, 48, 2
945000, Filete de Pescado, 48, 3
0, Filete de Pescado, 48, 4
0, Filete de Pescado, 48, 5
0, Filete de Pescado, 48, 6
0, Filete de Pescado, 48, 7
0, Filete de Pescado, 48, 8
0, Filete de Pescado, 48, 9
0, Filete de Pescado, 48, 10
0, Filete de Pescado, 48, 11
0, Filete de Pescado, 48, 12
0, Filete de Pescado, 48, 13
0, Filete de Pescado, 48, 14
0, Filete de Pescado, 48, 15
0, Filete de Pescado, 48, 16
0, Filete de Pescado, 48, 17
0, Filete de Pescado, 48, 18
1180083, Filete de Pescado, 48, 19
0, Filete de Pescado, 49, 1
0, Filete de Pescado, 49, 2
961666, Filete de Pescado, 49, 3
0, Filete de Pescado, 49, 4
0, Filete de Pescado, 49, 5
0, Filete de Pescado, 49, 6
0, Filete de Pescado, 49, 7
0, Filete de Pescado, 49, 8
0, Filete de Pescado, 49, 9
0, Filete de Pescado, 49, 10
0, Filete de Pescado, 49, 11
0, Filete de Pescado, 49, 12
0, Filete de Pescado, 49, 13
0, Filete de Pescado, 49, 14
0, Filete de Pescado, 49, 15
73333, Filete de Pescado, 49, 16
0, Filete de Pescado, 49, 17
0, Filete de Pescado, 49, 18
0, Filete de Pescado, 49, 19
0, Filete de Pescado, 50, 1
0, Filete de Pescado, 50, 2
1000000, Filete de Pescado, 50, 3
0, Filete de Pescado, 50, 4
0, Filete de Pescado, 50, 5
0, Filete de Pescado, 50, 6
0, Filete de Pescado, 50, 7
0, Filete de Pescado, 50, 8
1000000, Filete de Pescado, 50, 9
0, Filete de Pescado, 50, 10
1000000, Filete de Pescado, 50, 11
0, Filete de Pescado, 50, 12
0, Filete de Pescado, 50, 13
0, Filete de Pescado, 50, 14
0, Filete de Pescado, 50, 15
0, Filete de Pescado, 50, 16
552500, Filete de Pescado, 50, 17
0, Filete de Pescado, 50, 18
0, Filete de Pescado, 50, 19
0, Filete de Pescado, 51, 1
994333, Filete de Pescado, 51, 2
0, Filete de Pescado, 51, 3
0, Filete de Pescado, 51, 4
0, Filete de Pescado, 51, 5
0, Filete de Pescado, 51, 6
0, Filete de Pescado, 51, 7
0, Filete de Pescado, 51, 8
1000000, Filete de Pescado, 51, 9
0, Filete de Pescado, 51, 10
0, Filete de Pescado, 51, 11
0, Filete de Pescado, 51, 12
0, Filete de Pescado, 51, 13
0, Filete de Pescado, 51, 14
0, Filete de Pescado, 51, 15
0, Filete de Pescado, 51, 16
0, Filete de Pescado, 51, 17
0, Filete de Pescado, 51, 18
0, Filete de Pescado, 51, 19
0, Filete de Pescado, 52, 1
0, Filete de Pescado, 52, 2
0, Filete de Pescado, 52, 3
0, Filete de Pescado, 52, 4
946000, Filete de Pescado, 52, 5
0, Filete de Pescado, 52, 6
0, Filete de Pescado, 52, 7
0, Filete de Pescado, 52, 8
1000000, Filete de Pescado, 52, 9
0, Filete de Pescado, 52, 10
0, Filete de Pescado, 52, 11
0, Filete de Pescado, 52, 12
0, Filete de Pescado, 52, 13
631666, Filete de Pescado, 52, 14
0, Filete de Pescado, 52, 15
0, Filete de Pescado, 52, 16
0, Filete de Pescado, 52, 17
0, Filete de Pescado, 52, 18
0, Filete de Pescado, 52, 19
0, Filete de Pescado, 53, 1
0, Filete de Pescado, 53, 2
0, Filete de Pescado, 53, 3
1000000, Filete de Pescado, 53, 4
0, Filete de Pescado, 53, 5
0, Filete de Pescado, 53, 6
265000, Filete de Pescado, 53, 7
0, Filete de Pescado, 53, 8
0, Filete de Pescado, 53, 9
0, Filete de Pescado, 53, 10
0, Filete de Pescado, 53, 11
0, Filete de Pescado, 53, 12
0, Filete de Pescado, 53, 13
0, Filete de Pescado, 53, 14
0, Filete de Pescado, 53, 15
0, Filete de Pescado, 53, 16
0, Filete de Pescado, 53, 17
0, Filete de Pescado, 53, 18
0, Filete de Pescado, 53, 19
0, Filete de Pescado, 54, 1
0, Filete de Pescado, 54, 2
0, Filete de Pescado, 54, 3
0, Filete de Pescado, 54, 4
0, Filete de Pescado, 54, 5
1000000, Filete de Pescado, 54, 6
1000000, Filete de Pescado, 54, 7
0, Filete de Pescado, 54, 8
0, Filete de Pescado, 54, 9
0, Filete de Pescado, 54, 10
0, Filete de Pescado, 54, 11
0, Filete de Pescado, 54, 12
0, Filete de Pescado, 54, 13
0, Filete de Pescado, 54, 14
1000000, Filete de Pescado, 54, 15
0, Filete de Pescado, 54, 16
0, Filete de Pescado, 54, 17
0, Filete de Pescado, 54, 18
0, Filete de Pescado, 54, 19
0, Filete de Pescado, 55, 1
0, Filete de Pescado, 55, 2
0, Filete de Pescado, 55, 3
0, Filete de Pescado, 55, 4
631666, Filete de Pescado, 55, 5
0, Filete de Pescado, 55, 6
0, Filete de Pescado, 55, 7
0, Filete de Pescado, 55, 8
0, Filete de Pescado, 55, 9
0, Filete de Pescado, 55, 10
706666, Filete de Pescado, 55, 11
0, Filete de Pescado, 55, 12
0, Filete de Pescado, 55, 13
147500, Filete de Pescado, 55, 14
0, Filete de Pescado, 55, 15
0, Filete de Pescado, 55, 16
0, Filete de Pescado, 55, 17
0, Filete de Pescado, 55, 18
0, Filete de Pescado, 55, 19
1000000, Filete de Pescado, 56, 1
0, Filete de Pescado, 56, 2
2000000, Filete de Pescado, 56, 3
0, Filete de Pescado, 56, 4
1000000, Filete de Pescado, 56, 5
236666, Filete de Pescado, 56, 6
0, Filete de Pescado, 56, 7
1000000, Filete de Pescado, 56, 8
0, Filete de Pescado, 56, 9
0, Filete de Pescado, 56, 10
0, Filete de Pescado, 56, 11
0, Filete de Pescado, 56, 12
0, Filete de Pescado, 56, 13
0, Filete de Pescado, 56, 14
0, Filete de Pescado, 56, 15
0, Filete de Pescado, 56, 16
0, Filete de Pescado, 56, 17
0, Filete de Pescado, 56, 18
0, Filete de Pescado, 56, 19
0, Filete de Pescado, 57, 1
0, Filete de Pescado, 57, 2
0, Filete de Pescado, 57, 3
0, Filete de Pescado, 57, 4
0, Filete de Pescado, 57, 5
0, Filete de Pescado, 57, 6
0, Filete de Pescado, 57, 7
0, Filete de Pescado, 57, 8
552500, Filete de Pescado, 57, 9
0, Filete de Pescado, 57, 10
999999, Filete de Pescado, 57, 11
596166, Filete de Pescado, 57, 12
0, Filete de Pescado, 57, 13
0, Filete de Pescado, 57, 14
0, Filete de Pescado, 57, 15
0, Filete de Pescado, 57, 16
0, Filete de Pescado, 57, 17
0, Filete de Pescado, 57, 18
0, Filete de Pescado, 57, 19
0, Filete de Pescado, 58, 1
0, Filete de Pescado, 58, 2
0, Filete de Pescado, 58, 3
0, Filete de Pescado, 58, 4
0, Filete de Pescado, 58, 5
1000000, Filete de Pescado, 58, 6
0, Filete de Pescado, 58, 7
0, Filete de Pescado, 58, 8
0, Filete de Pescado, 58, 9
0, Filete de Pescado, 58, 10
0, Filete de Pescado, 58, 11
0, Filete de Pescado, 58, 12
0, Filete de Pescado, 58, 13
0, Filete de Pescado, 58, 14
0, Filete de Pescado, 58, 15
0, Filete de Pescado, 58, 16
0, Filete de Pescado, 58, 17
0, Filete de Pescado, 58, 18
0, Filete de Pescado, 58, 19
0, Filete de Pescado, 59, 1
0, Filete de Pescado, 59, 2
0, Filete de Pescado, 59, 3
0, Filete de Pescado, 59, 4
0, Filete de Pescado, 59, 5
0, Filete de Pescado, 59, 6
0, Filete de Pescado, 59, 7
0, Filete de Pescado, 59, 8
706666, Filete de Pescado, 59, 9
0, Filete de Pescado, 59, 10
0, Filete de Pescado, 59, 11
166500, Filete de Pescado, 59, 12
0, Filete de Pescado, 59, 13
1000000, Filete de Pescado, 59, 14
0, Filete de Pescado, 59, 15
0, Filete de Pescado, 59, 16
201166, Filete de Pescado, 59, 17
0, Filete de Pescado, 59, 18
0, Filete de Pescado, 59, 19
367833, Filete de Pescado, 60, 1
935000, Filete de Pescado, 60, 2
0, Filete de Pescado, 60, 3
0, Filete de Pescado, 60, 4
0, Filete de Pescado, 60, 5
0, Filete de Pescado, 60, 6
0, Filete de Pescado, 60, 7
0, Filete de Pescado, 60, 8
0, Filete de Pescado, 60, 9
0, Filete de Pescado, 60, 10
0, Filete de Pescado, 60, 11
0, Filete de Pescado, 60, 12
0, Filete de Pescado, 60, 13
0, Filete de Pescado, 60, 14
0, Filete de Pescado, 60, 15
0, Filete de Pescado, 60, 16
0, Filete de Pescado, 60, 17
0, Filete de Pescado, 60, 18
0, Filete de Pescado, 60, 19
0, Filete de Pescado, 61, 1
0, Filete de Pescado, 61, 2
0, Filete de Pescado, 61, 3
0, Filete de Pescado, 61, 4
367833, Filete de Pescado, 61, 5
935000, Filete de Pescado, 61, 6
0, Filete de Pescado, 61, 7
0, Filete de Pescado, 61, 8
1000000, Filete de Pescado, 61, 9
1000000, Filete de Pescado, 61, 10
0, Filete de Pescado, 61, 11
0, Filete de Pescado, 61, 12
0, Filete de Pescado, 61, 13
0, Filete de Pescado, 61, 14
0, Filete de Pescado, 61, 15
0, Filete de Pescado, 61, 16
0, Filete de Pescado, 61, 17
0, Filete de Pescado, 61, 18
367833, Filete de Pescado, 61, 19
0, Filete de Pescado, 62, 1
0, Filete de Pescado, 62, 2
1000000, Filete de Pescado, 62, 3
0, Filete de Pescado, 62, 4
706666, Filete de Pescado, 62, 5
540000, Filete de Pescado, 62, 6
0, Filete de Pescado, 62, 7
680833, Filete de Pescado, 62, 8
0, Filete de Pescado, 62, 9
0, Filete de Pescado, 62, 10
0, Filete de Pescado, 62, 11
367833, Filete de Pescado, 62, 12
0, Filete de Pescado, 62, 13
0, Filete de Pescado, 62, 14
0, Filete de Pescado, 62, 15
0, Filete de Pescado, 62, 16
0, Filete de Pescado, 62, 17
0, Filete de Pescado, 62, 18
0, Filete de Pescado, 62, 19
0, Filete de Pescado, 63, 1
0, Filete de Pescado, 63, 2
1000000, Filete de Pescado, 63, 3
0, Filete de Pescado, 63, 4
0, Filete de Pescado, 63, 5
0, Filete de Pescado, 63, 6
0, Filete de Pescado, 63, 7
0, Filete de Pescado, 63, 8
0, Filete de Pescado, 63, 9
0, Filete de Pescado, 63, 10
0, Filete de Pescado, 63, 11
0, Filete de Pescado, 63, 12
0, Filete de Pescado, 63, 13
0, Filete de Pescado, 63, 14
0, Filete de Pescado, 63, 15
706666, Filete de Pescado, 63, 16
0, Filete de Pescado, 63, 17
0, Filete de Pescado, 63, 18
0, Filete de Pescado, 63, 19
0, Filete de Pescado, 64, 1
0, Filete de Pescado, 64, 2
0, Filete de Pescado, 64, 3
0, Filete de Pescado, 64, 4
0, Filete de Pescado, 64, 5
0, Filete de Pescado, 64, 6
0, Filete de Pescado, 64, 7
0, Filete de Pescado, 64, 8
0, Filete de Pescado, 64, 9
0, Filete de Pescado, 64, 10
1000000, Filete de Pescado, 64, 11
0, Filete de Pescado, 64, 12
0, Filete de Pescado, 64, 13
0, Filete de Pescado, 64, 14
0, Filete de Pescado, 64, 15
0, Filete de Pescado, 64, 16
0, Filete de Pescado, 64, 17
0, Filete de Pescado, 64, 18
0, Filete de Pescado, 64, 19
0, Filete de Pescado, 65, 1
0, Filete de Pescado, 65, 2
0, Filete de Pescado, 65, 3
0, Filete de Pescado, 65, 4
0, Filete de Pescado, 65, 5
0, Filete de Pescado, 65, 6
0, Filete de Pescado, 65, 7
0, Filete de Pescado, 65, 8
1000000, Filete de Pescado, 65, 9
0, Filete de Pescado, 65, 10
935000, Filete de Pescado, 65, 11
706666, Filete de Pescado, 65, 12
0, Filete de Pescado, 65, 13
0, Filete de Pescado, 65, 14
0, Filete de Pescado, 65, 15
0, Filete de Pescado, 65, 16
0, Filete de Pescado, 65, 17
0, Filete de Pescado, 65, 18
0, Filete de Pescado, 65, 19
0, Filete de Pescado, 66, 1
0, Filete de Pescado, 66, 2
999999, Filete de Pescado, 66, 3
0, Filete de Pescado, 66, 4
0, Filete de Pescado, 66, 5
0, Filete de Pescado, 66, 6
0, Filete de Pescado, 66, 7
0, Filete de Pescado, 66, 8
0, Filete de Pescado, 66, 9
0, Filete de Pescado, 66, 10
0, Filete de Pescado, 66, 11
0, Filete de Pescado, 66, 12
0, Filete de Pescado, 66, 13
0, Filete de Pescado, 66, 14
0, Filete de Pescado, 66, 15
0, Filete de Pescado, 66, 16
0, Filete de Pescado, 66, 17
0, Filete de Pescado, 66, 18
0, Filete de Pescado, 66, 19
0, Filete de Pescado, 67, 1
416666, Filete de Pescado, 67, 2
0, Filete de Pescado, 67, 3
0, Filete de Pescado, 67, 4
0, Filete de Pescado, 67, 5
631666, Filete de Pescado, 67, 6
0, Filete de Pescado, 67, 7
0, Filete de Pescado, 67, 8
552500, Filete de Pescado, 67, 9
0, Filete de Pescado, 67, 10
0, Filete de Pescado, 67, 11
0, Filete de Pescado, 67, 12
0, Filete de Pescado, 67, 13
0, Filete de Pescado, 67, 14
0, Filete de Pescado, 67, 15
0, Filete de Pescado, 67, 16
0, Filete de Pescado, 67, 17
0, Filete de Pescado, 67, 18
0, Filete de Pescado, 67, 19
0, Filete de Pescado, 68, 1
0, Filete de Pescado, 68, 2
0, Filete de Pescado, 68, 3
1000000, Filete de Pescado, 68, 4
0, Filete de Pescado, 68, 5
0, Filete de Pescado, 68, 6
0, Filete de Pescado, 68, 7
0, Filete de Pescado, 68, 8
0, Filete de Pescado, 68, 9
0, Filete de Pescado, 68, 10
0, Filete de Pescado, 68, 11
0, Filete de Pescado, 68, 12
0, Filete de Pescado, 68, 13
0, Filete de Pescado, 68, 14
1000000, Filete de Pescado, 68, 15
0, Filete de Pescado, 68, 16
999999, Filete de Pescado, 68, 17
